element_type,ep_next,ep_this,event_points,form,id,news,news_added,now_cost,points_per_game,selected_by_percent,status,team,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,position,goal_involvements,money_value,performance
DEF,0.8,1.3,0,0.3,322,,,4.8,1.0,0.4,a,Liverpool,14,1,0.1,0.2,Gomez,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.3,0.0,0.3,0,0.00,0.00,0.0,0.00,402,387,589,418,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.20833333333333334,0.0
MID,3.5,4.0,3,3.0,323,,,5.0,2.6,1.0,a,Liverpool,14,18,0.6,3.6,Gravenberch,630,0,0,5,2,0,0,0,2,0,0,1,123,98.0,88.9,26.0,21.2,7,0.12,1.05,1.17,4.96,138,89,202,145,,,,0.02,0.0,0.15,0.17,0.71,0.29,1.0,0.71,Midfielder,0.0,3.6,-1.17
MID,2.2,2.7,3,1.7,324,,2024-08-27T11:00:05.666567Z,5.3,1.5,0.1,a,Liverpool,14,6,0.3,1.1,Jones,149,0,0,1,0,0,0,0,0,0,0,0,27,30.2,29.0,26.0,8.6,1,0.26,0.06,0.32,1.40,290,226,203,272,,,,0.16,0.0,0.04,0.2,0.85,0.0,0.6,0.6,Midfielder,0.0,1.1320754716981132,-0.32
GKP,3.5,4.0,0,3.0,325,,,4.4,9.0,0.9,a,Liverpool,14,9,0.7,2.0,Kelleher,90,0,0,1,0,0,0,0,0,0,7,1,38,49.8,0.0,0.0,5.0,1,0.00,0.00,0.0,1.08,234,504,474,317,,,,0.0,7.0,0.0,0.0,1.08,0.0,1.0,1.0,Goalkeeper,0.0,2.0454545454545454,0.0
DEF,7.5,8.0,6,7.0,326,,,5.2,5.3,12.2,a,Liverpool,14,37,1.3,7.1,Konaté,569,1,1,4,2,0,0,0,2,0,0,1,154,173.2,29.4,46.0,25.0,6,0.40,0.09,0.49,4.47,34,223,143,103,,,,0.06,0.0,0.01,0.07,0.71,0.32,0.95,0.63,Defender,2.0,7.115384615384615,1.51
MID,6.8,7.3,1,6.3,327,,,8.0,7.7,33.0,a,Liverpool,14,54,0.8,6.8,Luis Díaz,446,5,1,5,1,0,0,0,0,0,0,8,184,237.0,136.6,225.0,59.8,6,2.82,0.74,3.56,2.75,9,38,12,11,,,,0.57,0.0,0.15,0.72,0.55,0.2,1.21,1.01,Midfielder,6.0,6.75,2.44
MID,6.8,7.3,3,6.3,328,,,12.6,8.9,38.3,a,Liverpool,14,62,0.5,4.9,M.Salah,604,4,4,5,2,0,0,0,0,0,0,11,209,276.2,188.0,399.0,86.2,7,3.97,1.40,5.37,4.81,5,20,2,4,,4.0,2.0,0.59,0.0,0.21,0.8,0.72,0.3,1.04,0.75,Midfielder,8.0,4.920634920634921,2.63
MID,1.7,2.7,0,1.7,329,Groin Injury - 75% chance of playing,2024-10-18T17:00:07.554852Z,6.3,2.1,1.6,d,Liverpool,14,15,0.3,2.4,Mac Allister,554,0,0,4,1,0,0,0,1,0,0,0,91,81.8,124.5,57.0,26.3,7,0.19,1.28,1.47,4.10,170,46,122,96,5.0,,,0.03,0.0,0.21,0.24,0.67,0.16,1.14,0.65,Midfielder,0.0,2.380952380952381,-1.47
MID,0.5,1.0,0,0.0,330,,2024-09-10T11:24:32.362482Z,4.5,0.0,0.0,a,Liverpool,14,0,0.0,0.0,McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,568,565,545,572,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,0.5,1.0,0,0.0,331,,2024-09-10T11:27:39.864039Z,4.4,0.0,0.1,a,Liverpool,14,0,0.0,0.0,Morton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,524,516,489,528,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
DEF,0.5,1.0,0,0.0,333,,2024-08-23T09:30:06.099816Z,4.0,1.0,1.1,a,Liverpool,14,1,0.0,0.2,Quansah,45,0,0,0,0,0,0,0,0,0,0,0,7,15.8,0.5,0.0,1.6,1,0.00,0.00,0.0,0.31,337,380,402,387,,,,0.0,0.0,0.0,0.0,0.62,0.0,2.0,0.0,Defender,0.0,0.25,0.0
DEF,3.5,4.0,1,3.0,335,,,6.0,4.0,6.3,a,Liverpool,14,28,0.5,4.7,Robertson,513,0,0,4,2,0,0,0,1,0,0,0,134,70.2,158.8,68.0,29.7,6,0.38,1.06,1.44,4.21,190,29,104,75,2.0,,,0.07,0.0,0.19,0.26,0.74,0.35,1.05,0.7,Defender,0.0,4.666666666666667,-1.44
MID,2.5,3.0,1,2.0,336,,,6.4,3.1,1.9,a,Liverpool,14,22,0.3,3.4,Szoboszlai,537,0,2,4,2,0,0,0,2,0,0,1,100,71.2,176.8,95.0,34.4,6,1.23,0.97,2.2,4.34,188,23,73,58,4.0,2.0,,0.21,0.0,0.16,0.37,0.73,0.34,1.01,0.67,Midfielder,2.0,3.4375,-0.20000000000000018
DEF,1.9,3.0,6,2.0,337,Illness - 75% chance of playing,2024-10-18T17:00:07.570138Z,4.7,2.2,0.2,d,Liverpool,14,9,0.4,1.9,Tsimikas,111,0,0,1,0,0,0,0,0,0,0,0,37,17.6,10.9,2.0,3.2,1,0.03,0.08,0.11,0.76,325,308,343,345,3.0,,,0.02,0.0,0.06,0.08,0.62,0.0,0.81,0.81,Defender,0.0,1.9148936170212765,-0.11
DEF,5.8,6.3,8,5.3,339,,,6.0,5.1,14.8,a,Liverpool,14,36,0.9,6.0,Virgil,630,0,0,5,2,0,0,0,1,0,0,3,163,146.6,29.1,39.0,21.4,7,0.19,0.18,0.37,4.96,62,224,166,140,,3.0,,0.03,0.0,0.03,0.06,0.71,0.29,1.0,0.71,Defender,0.0,6.0,-0.37
MID,0.2,0.7,0,0.3,636,Knock - 25% chance of playing,2024-10-02T00:30:05.860798Z,6.9,1.0,0.2,d,Liverpool,14,1,0.0,0.1,Chiesa,18,0,0,0,0,0,0,0,0,0,0,0,-1,0.2,0.9,15.0,1.6,0,0.16,0.08,0.24,0.55,421,371,239,391,,,,0.8,0.0,0.4,1.2,2.75,0.0,0.0,0.0,Midfielder,0.0,0.14492753623188406,-0.24
GKP,0.8,1.3,1,0.3,660,,,4.0,1.0,0.2,a,Liverpool,14,1,0.1,0.2,Jaros,11,0,0,0,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,0,0.00,0.00,0.0,0.14,368,441,398,403,,,,0.0,8.18,0.0,0.0,1.15,0.0,0.0,0.0,Goalkeeper,0.0,0.25,0.0
DEF,2.7,2.7,2,1.7,340,,,5.5,2.3,5.0,a,Man City,43,16,0.3,2.9,Akanji,601,0,0,1,7,0,0,0,1,0,0,0,94,122.2,127.2,18.0,26.8,7,0.09,0.72,0.81,6.95,98,44,224,91,,,,0.01,0.0,0.11,0.12,1.04,1.05,1.05,0.15,Defender,0.0,2.909090909090909,-0.81
DEF,0.5,0.0,0,0.0,341,Lack of match fitness - 50% chance of playing,2024-09-11T12:30:07.044166Z,5.3,1.0,0.9,d,Man City,43,1,0.0,0.2,Aké,2,0,0,0,0,0,0,0,0,0,0,0,4,3.4,0.5,0.0,0.4,0,0.00,0.00,0.0,0.09,395,384,645,412,,,,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,Defender,0.0,0.18867924528301888,0.0
MID,4.0,4.0,6,3.0,342,,,6.5,3.6,5.2,a,Man City,43,25,0.5,3.8,Bernardo,546,0,3,1,7,0,0,0,2,0,0,4,125,117.8,255.5,189.0,56.2,6,0.88,1.48,2.36,6.89,107,6,25,14,4.0,,,0.15,0.0,0.24,0.39,1.14,1.15,0.99,0.16,Midfielder,3.0,3.8461538461538463,0.6400000000000001
GKP,1.0,1.0,0,0.0,344,,,4.0,0.0,0.2,a,Man City,43,0,0.0,0.0,Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,425,406,362,429,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,4.0,4.0,6,3.0,346,,,6.3,2.7,2.3,a,Man City,43,16,0.5,2.5,Doku,333,1,0,1,5,0,0,0,0,0,0,0,90,78.6,111.7,74.0,26.5,4,0.29,0.83,1.12,3.05,174,55,92,94,,,,0.08,0.0,0.22,0.3,0.82,1.35,1.08,0.27,Midfielder,1.0,2.5396825396825395,-0.1200000000000001
GKP,1.7,1.7,0,0.7,347,,,5.5,3.0,8.6,a,Man City,43,21,0.1,3.8,Ederson M.,630,0,1,1,8,0,0,0,3,0,16,2,76,147.2,10.0,0.0,15.7,7,0.00,0.01,0.01,7.81,60,315,652,196,,,,0.0,2.29,0.0,0.0,1.12,1.14,1.0,0.14,Goalkeeper,1.0,3.8181818181818183,0.99
MID,2.3,2.3,2,1.3,348,,2024-08-30T13:30:05.725653Z,9.2,1.2,6.1,a,Man City,43,5,0.1,0.5,Foden,166,0,0,0,1,0,0,0,0,0,0,0,33,26.2,93.2,42.0,16.2,1,0.23,0.81,1.04,3.37,298,81,160,190,3.0,,,0.12,0.0,0.44,0.56,1.83,0.54,0.54,0.0,Midfielder,0.0,0.5434782608695653,-1.04
MID,4.3,4.3,2,3.3,349,,2024-08-12T14:30:04.663213Z,6.4,2.3,0.4,a,Man City,43,14,0.5,2.2,Grealish,326,0,1,0,4,0,0,0,2,0,0,3,80,65.2,155.8,99.0,32.1,4,0.50,0.86,1.36,4.80,200,31,67,66,,,,0.14,0.0,0.24,0.38,1.33,1.1,1.1,0.0,Midfielder,1.0,2.1875,-0.3600000000000001
DEF,4.7,4.7,1,3.7,350,,,6.0,3.3,23.2,a,Man City,43,23,0.6,3.8,Gvardiol,582,1,0,1,7,0,0,0,0,0,0,2,116,164.4,76.0,132.0,37.3,6,0.37,0.85,1.22,6.80,41,106,47,49,,,,0.06,0.0,0.13,0.19,1.05,1.08,0.93,0.15,Defender,1.0,3.8333333333333335,-0.21999999999999997
FWD,5.3,5.3,2,4.3,351,,2024-09-13T15:00:06.985607Z,15.4,9.6,73.6,a,Man City,43,67,0.3,4.4,Haaland,629,10,0,1,8,0,0,0,1,0,0,14,317,378.8,52.9,485.0,91.8,7,6.39,0.37,6.76,7.81,1,154,1,2,,3.0,1.0,0.91,0.0,0.05,0.96,1.12,1.14,1.0,0.14,Forward,10.0,4.35064935064935,3.24
MID,8.3,8.3,15,7.3,354,,2024-08-24T19:30:05.896156Z,5.6,5.1,3.4,a,Man City,43,36,1.3,6.4,Kovačić,523,3,1,1,8,0,0,0,2,0,0,7,163,183.6,147.0,53.0,38.4,6,0.68,0.68,1.35,7.77,27,34,130,45,,,,0.12,0.0,0.12,0.24,1.34,1.38,1.03,0.17,Midfielder,4.0,6.428571428571429,2.65
DEF,3.0,3.0,4,2.0,355,,,4.7,3.5,14.0,a,Man City,43,21,0.4,4.5,Lewis,485,0,2,1,6,0,0,0,0,0,0,1,71,102.2,64.4,59.0,22.5,6,0.72,0.24,0.96,7.12,130,125,116,127,,,,0.13,0.0,0.04,0.17,1.32,1.11,1.11,0.19,Defender,2.0,4.468085106382978,1.04
MID,1.3,1.3,1,0.3,356,,,4.9,1.8,0.1,a,Man City,43,7,0.1,1.4,Matheus N.,21,0,1,0,0,0,0,0,0,0,0,0,27,25.4,15.3,6.0,4.7,0,0.00,0.17,0.17,0.22,300,281,309,323,,,,0.0,0.0,0.73,0.73,0.94,0.0,0.0,0.0,Midfielder,1.0,1.4285714285714284,0.83
MID,1.0,1.0,0,0.0,357,,,4.7,1.0,0.0,a,Man City,43,1,0.0,0.2,McAtee,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.0,2.0,0.3,0,0.00,0.02,0.02,0.00,417,370,344,417,,,,0.0,0.0,1.8,1.8,0.0,0.0,0.0,0.0,Midfielder,0.0,0.2127659574468085,-0.02
GKP,1.0,1.0,0,0.0,358,,,5.3,0.0,0.5,a,Man City,43,0,0.0,0.0,Ortega Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,647,646,643,649,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
DEF,1.7,1.7,1,0.7,361,,,5.5,1.4,3.9,a,Man City,43,10,0.1,1.8,Rúben,546,0,0,1,7,1,0,0,3,0,0,0,57,106.4,66.7,40.0,21.4,6,0.54,0.49,1.03,6.89,123,120,163,139,,,,0.09,0.0,0.08,0.17,1.14,1.15,0.99,0.16,Defender,0.0,1.8181818181818181,-1.03
DEF,3.7,3.7,1,2.7,362,,,5.3,2.5,1.7,a,Man City,43,10,0.5,1.9,Stones,147,1,0,0,2,0,0,0,1,0,0,0,26,44.2,9.5,35.0,8.7,1,0.34,0.05,0.39,1.20,250,317,176,270,,,,0.21,0.0,0.03,0.24,0.73,1.22,0.61,0.0,Defender,1.0,1.8867924528301887,0.61
DEF,2.3,2.3,1,1.3,363,,,5.3,1.4,4.9,a,Man City,43,7,0.2,1.3,Walker,287,0,0,0,5,0,0,0,0,0,0,0,40,58.0,77.7,21.0,15.7,3,0.12,0.85,0.97,4.08,215,105,216,195,,,,0.04,0.0,0.27,0.31,1.28,1.57,0.94,0.0,Defender,0.0,1.3207547169811322,-0.97
MID,3.7,3.7,0,2.7,571,,2024-08-31T21:00:04.946429Z,6.5,3.8,1.7,a,Man City,43,19,0.4,2.9,Sávio,291,0,3,0,4,0,0,0,1,0,0,3,85,72.2,132.6,98.0,30.3,4,0.78,0.94,1.72,2.15,186,41,70,72,2.0,,,0.24,0.0,0.29,0.53,0.66,1.24,1.24,0.0,Midfielder,3.0,2.923076923076923,1.28
MID,0.8,1.0,0,0.0,607,Knock - 75% chance of playing,2024-10-16T12:30:07.735850Z,5.0,0.0,0.0,d,Man City,43,0,0.0,0.0,O’Reilly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,636,635,631,639,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
MID,3.0,3.0,2,2.0,625,,,6.5,1.7,0.7,a,Man City,43,10,0.3,1.5,Gündogan,374,0,0,0,6,0,0,0,0,0,0,0,55,40.2,167.6,47.0,25.4,4,0.84,0.83,1.67,6.02,267,27,141,102,,,,0.2,0.0,0.2,0.4,1.45,1.44,0.96,0.0,Midfielder,0.0,1.5384615384615385,-1.67
MID,1.3,1.3,0,1.3,364,,,5.0,3.3,3.8,a,Man Utd,1,20,0.3,4.0,Amad,340,1,1,3,1,0,0,0,1,0,0,0,79,98.8,167.3,99.0,36.5,4,0.43,0.86,1.29,4.69,135,28,66,53,2.0,,,0.11,0.0,0.23,0.34,1.24,0.26,1.06,0.79,Midfielder,2.0,4.0,0.71
MID,0.3,0.3,1,0.3,365,,,5.8,1.0,0.2,a,Man Utd,1,2,0.1,0.3,Antony,27,0,0,0,1,0,0,0,0,0,0,0,6,7.2,11.3,10.0,2.8,0,0.15,0.05,0.2,0.74,382,303,270,357,,,,0.5,0.0,0.17,0.67,2.47,3.33,0.0,0.0,Midfielder,0.0,0.3448275862068966,-0.2
MID,1.3,1.3,3,1.3,366,,2024-09-29T21:00:06.390627Z,8.2,2.3,6.8,a,Man Utd,1,16,0.2,2.0,B.Fernandes,569,0,1,4,7,0,0,0,1,1,0,0,80,95.0,120.3,99.0,31.3,7,1.90,1.36,3.26,8.21,146,48,68,70,1.0,1.0,1.0,0.3,0.0,0.22,0.52,1.3,1.11,1.11,0.63,Midfielder,1.0,1.9512195121951221,-2.26
GKP,0.0,0.0,0,0.0,367,,,4.4,0.0,0.1,a,Man Utd,1,0,0.0,0.0,Bayindir,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,525,517,490,529,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,0.7,0.7,1,0.7,368,,,4.8,1.5,0.5,a,Man Utd,1,9,0.1,1.9,Casemiro,278,0,0,1,6,0,0,0,0,0,0,0,58,56.6,85.7,43.0,18.6,3,0.43,0.65,1.08,5.92,219,95,150,163,,,,0.14,0.0,0.21,0.35,1.92,1.94,0.97,0.32,Midfielder,0.0,1.875,-1.08
DEF,5.0,5.0,6,5.0,369,,,5.1,5.0,10.0,a,Man Utd,1,35,1.0,6.9,Dalot,630,0,1,4,8,0,0,0,1,0,0,6,149,135.6,102.1,13.0,24.9,7,0.02,0.83,0.85,11.40,78,67,252,104,,,,0.0,0.0,0.12,0.12,1.63,1.14,1.0,0.57,Defender,1.0,6.862745098039216,0.15000000000000002
MID,2.0,2.0,2,2.0,370,,,5.4,1.8,0.2,a,Man Utd,1,9,0.4,1.7,Eriksen,259,0,0,3,1,0,0,0,2,0,0,0,51,40.2,133.1,8.0,18.1,3,0.00,0.88,0.88,4.56,266,39,289,173,3.0,4.0,,0.0,0.0,0.31,0.31,1.58,0.35,1.04,1.04,Midfielder,0.0,1.6666666666666665,-0.88
DEF,3.0,3.0,9,3.0,371,,,4.4,3.7,0.1,a,Man Utd,1,11,0.7,2.5,Evans,112,0,0,1,0,0,0,0,0,0,0,3,38,24.6,1.7,4.0,3.0,1,0.08,0.01,0.09,0.48,304,361,317,349,,,,0.06,0.0,0.01,0.07,0.39,0.0,0.8,0.8,Defender,0.0,2.5,-0.09
MID,2.3,2.3,3,2.3,372,,2024-10-07T15:30:06.108745Z,6.2,2.9,7.6,a,Man Utd,1,20,0.4,3.2,Garnacho,409,1,1,2,7,0,0,0,1,0,0,0,54,87.0,87.5,140.0,31.4,4,2.38,0.38,2.76,8.31,160,92,43,69,,,,0.52,0.0,0.08,0.6,1.83,1.54,0.88,0.44,Midfielder,2.0,3.225806451612903,-0.7599999999999998
GKP,0.0,0.0,0,0.0,374,,,4.0,0.0,0.3,a,Man Utd,1,0,0.0,0.0,Heaton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,427,408,364,431,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
FWD,1.3,1.3,2,1.3,375,,2024-08-05T15:00:04.427374Z,6.9,1.3,0.7,a,Man Utd,1,4,0.2,0.6,Højlund,94,0,0,1,1,0,0,0,0,0,0,0,9,0.0,3.3,4.0,0.6,1,0.00,0.02,0.02,2.15,664,344,327,408,,,,0.0,0.0,0.02,0.02,2.06,0.96,0.96,0.96,Forward,0.0,0.5797101449275363,-0.02
DEF,0.0,0.0,0,0.0,376,,2024-08-23T10:00:06.716661Z,4.3,0.0,0.1,a,Man Utd,1,0,0.0,0.0,Lindelof,45,0,0,0,0,0,0,0,1,0,0,0,1,10.8,4.2,0.0,1.5,0,0.00,0.01,0.01,0.26,355,338,449,392,,,,0.0,0.0,0.02,0.02,0.52,0.0,0.0,0.0,Defender,0.0,0.0,-0.01
DEF,0.0,0.0,0,0.0,379,Knee injury - 25% chance of playing,2024-08-05T15:00:04.439521Z,4.4,0.0,0.0,d,Man Utd,1,0,0.0,0.0,Malacia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,518,507,478,522,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
DEF,1.7,1.7,0,1.7,380,,2024-09-14T18:00:06.352847Z,4.5,3.2,4.5,a,Man Utd,1,19,0.4,4.2,Martinez,526,0,0,3,8,0,0,0,3,0,0,1,83,93.8,30.1,64.0,18.8,6,0.79,0.26,1.05,10.98,149,219,108,162,,,,0.14,0.0,0.04,0.18,1.88,1.37,1.03,0.51,Defender,0.0,4.222222222222222,-1.05
MID,0.0,0.0,0,0.0,382,Knock - 25% chance of playing,2024-09-29T21:00:06.460180Z,6.3,1.0,0.1,d,Man Utd,1,3,0.0,0.5,Mount,144,0,0,1,3,0,0,0,2,0,0,0,3,17.4,48.0,42.0,10.8,2,0.39,0.04,0.43,3.05,327,167,158,249,,,,0.24,0.0,0.02,0.26,1.91,1.88,1.25,0.62,Midfielder,0.0,0.4761904761904762,-0.43
GKP,6.0,6.0,6,6.0,383,,,5.0,5.6,6.7,a,Man Utd,1,39,1.2,7.8,Onana,630,0,0,4,8,0,1,0,0,0,19,3,140,191.8,0.0,0.0,19.2,7,0.00,0.00,0.0,11.40,21,627,622,154,,,,0.0,2.71,0.0,0.0,1.63,1.14,1.0,0.57,Goalkeeper,0.0,7.8,0.0
MID,1.7,1.7,2,1.7,385,,,6.9,2.9,3.1,a,Man Utd,1,20,0.2,2.9,Rashford,480,1,0,3,6,0,0,0,1,0,0,0,78,83.2,105.9,90.0,27.9,6,0.58,0.83,1.41,8.60,165,62,78,86,,2.0,3.0,0.11,0.0,0.16,0.27,1.61,1.12,1.12,0.56,Midfielder,1.0,2.898550724637681,-0.4099999999999999
DEF,0.0,0.0,0,0.0,387,Calf injury - 25% chance of playing,2024-08-14T22:30:05.635756Z,4.9,0.0,0.2,d,Man Utd,1,0,0.0,0.0,Shaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,613,608,599,616,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
FWD,1.3,1.3,1,1.3,389,,,6.8,2.3,2.3,a,Man Utd,1,16,0.2,2.4,Zirkzee,380,1,0,2,5,0,0,0,1,0,0,3,59,74.4,70.7,143.0,28.8,4,2.44,0.31,2.75,6.23,181,115,40,80,,,,0.58,0.0,0.07,0.65,1.48,1.18,0.95,0.47,Forward,1.0,2.3529411764705883,-1.75
DEF,2.7,2.7,1,2.7,593,,,5.0,3.6,4.8,a,Man Utd,1,25,0.5,5.0,De Ligt,399,1,0,2,7,0,0,0,1,0,0,3,87,130.4,12.8,143.0,28.8,4,1.12,0.01,1.13,8.94,86,290,39,78,,,,0.25,0.0,0.0,0.25,2.02,1.58,0.9,0.45,Defender,1.0,5.0,-0.1299999999999999
DEF,2.3,2.3,1,2.3,594,,2024-10-06T22:00:08.213688Z,4.6,3.7,13.6,a,Man Utd,1,26,0.5,5.7,Mazraoui,558,0,1,3,8,0,0,0,1,0,0,2,101,118.0,51.1,44.0,21.3,7,0.20,0.47,0.67,11.07,106,160,146,142,,,,0.03,0.0,0.08,0.11,1.79,1.29,1.13,0.48,Defender,1.0,5.6521739130434785,0.32999999999999996
MID,0.0,0.0,0,0.0,613,,,4.5,1.0,0.1,a,Man Utd,1,1,0.0,0.2,Collyer,45,0,0,0,1,0,0,0,0,0,0,0,12,14.2,12.6,2.0,2.9,0,0.00,0.01,0.01,1.03,344,292,339,352,,,,0.0,0.0,0.02,0.02,2.06,2.0,0.0,0.0,Midfielder,0.0,0.2222222222222222,-0.01
FWD,0.0,0.0,0,0.0,648,,,4.5,0.0,2.2,a,Man Utd,1,0,0.0,0.0,Wheatley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,598,595,576,602,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forward,0.0,0.0,0.0
MID,0.5,0.7,0,0.7,652,Muscle injury - 75% chance of playing,2024-10-16T15:00:07.568257Z,5.0,1.0,0.1,d,Man Utd,1,3,0.1,0.6,Ugarte,102,0,0,0,2,0,0,0,1,0,0,0,13,18.2,6.3,0.0,2.4,1,0.00,0.00,0.0,3.00,321,327,624,365,,,,0.0,0.0,0.0,0.0,2.65,1.76,0.88,0.0,Midfielder,0.0,0.6,0.0
DEF,0.0,0.0,0,0.0,390,,,4.0,0.0,1.0,a,Newcastle,4,0,0.0,0.0,A.Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,487,471,431,491,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defender,0.0,0.0,0.0
MID,0.3,0.3,1,0.3,391,,,5.6,1.0,0.4,a,Newcastle,4,3,0.1,0.5,Almirón,30,0,0,0,0,0,0,0,0,0,0,0,10,3.4,14.6,11.0,2.9,0,0.19,0.13,0.32,0.61,396,286,265,354,,,,0.57,0.0,0.39,0.96,1.83,0.0,0.0,0.0,Midfielder,0.0,0.5357142857142857,-0.32
MID,5.0,5.0,3,5.0,392,,,6.5,5.4,4.2,a,Newcastle,4,38,0.8,5.8,Barnes,384,3,1,1,5,0,0,0,0,0,0,8,118,149.2,88.7,142.0,38.1,4,1.27,0.72,1.99,5.97,55,90,41,47,,,,0.3,0.0,0.17,0.47,1.4,1.17,0.94,0.23,Midfielder,4.0,5.846153846153846,2.01
MID,2.0,2.0,3,2.0,394,,,6.3,2.7,1.9,a,Newcastle,4,19,0.3,3.0,Bruno G.,626,0,1,2,7,0,0,0,2,0,0,2,101,121.6,81.3,28.0,23.2,7,0.44,0.67,1.11,10.00,100,101,197,121,4.0,,,0.06,0.0,0.1,0.16,1.44,1.01,1.01,0.29,Midfielder,1.0,3.015873015873016,-0.1100000000000001
DEF,3.7,3.7,8,3.7,395,,,4.4,2.6,10.1,a,Newcastle,4,18,0.8,4.1,Burn,630,0,0,2,7,1,0,0,3,0,0,2,73,126.4,13.6,69.0,20.9,7,0.41,0.12,0.53,10.12,92,289,102,147,,,,0.06,0.0,0.02,0.08,1.45,1.0,1.0,0.29,Defender,0.0,4.090909090909091,-0.53
GKP,0.0,0.0,0,0.0,396,Knee injury - 75% chance of playing,2024-10-02T00:30:05.687323Z,4.3,0.0,0.6,d,Newcastle,4,0,0.0,0.0,Dúbravka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,497,480,443,501,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,0.0,0.0,0.0
MID,4.0,4.0,1,4.0,398,,,7.3,4.1,10.5,a,Newcastle,4,29,0.5,4.0,Gordon,599,2,0,2,6,0,0,1,0,0,0,5,117,132.4,232.0,141.0,50.6,7,2.98,1.21,4.19,9.14,81,13,42,23,2.0,,3.0,0.45,0.0,0.18,0.63,1.37,0.9,1.05,0.3,Midfielder,2.0,3.9726027397260273,-2.1900000000000004
DEF,2.7,2.7,5,2.7,399,,,4.3,2.4,2.2,a,Newcastle,4,17,0.6,4.0,Hall,427,0,0,2,3,0,0,0,2,0,0,0,84,104.6,97.6,10.0,21.4,4,0.00,0.41,0.41,5.60,128,74,267,137,3.0,,,0.0,0.0,0.09,0.09,1.18,0.63,0.84,0.42,Defender,0.0,3.9534883720930236,-0.41
MID,0.0,0.0,0,0.0,400,,,4.5,0.0,0.1,a,Newcastle,4,0,0.0,0.0,Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.0,0.00,538,532,509,542,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,0.0,0.0,0.0
